Gene;State;Pct;Expression
PBANKA_0917000;sporozoite;0,34;5,19
PBANKA_0917100;sporozoite;0,08;5,21
PBANKA_0917200;sporozoite;0,33;4,86
PBANKA_0917300;sporozoite;0,25;5,03
PBANKA_0917400;sporozoite;0,01;3,52
PBANKA_0917500;sporozoite;0,35;5,19
PBANKA_0917700;sporozoite;0,35;5,12
PBANKA_0917800;sporozoite;0,13;3,9
PBANKA_0917900;sporozoite;0;0
PBANKA_0917980;sporozoite;0,02;3,13
PBANKA_0917990;sporozoite;0,02;5
PBANKA_0918000;sporozoite;0,74;6,68
PBANKA_0918100;sporozoite;0,18;4,22
PBANKA_0918200;sporozoite;0;3,16
PBANKA_0918300;sporozoite;0,22;6,08
PBANKA_0918400;sporozoite;0;6,51
PBANKA_0918500;sporozoite;0,04;4,82
PBANKA_0918600;sporozoite;0,07;5,13
PBANKA_0918700;sporozoite;0,01;4,33
PBANKA_0918800;sporozoite;0,42;5,63
PBANKA_0918900;sporozoite;0,61;5,69
PBANKA_0919000;sporozoite;0;8,07
PBANKA_0919100;sporozoite;0,01;6,36
PBANKA_0919200;sporozoite;0;0
PBANKA_0919300;sporozoite;0,02;6,32
PBANKA_0919400;sporozoite;0,02;4,63
PBANKA_0919500;sporozoite;0,01;5,62
PBANKA_0919600;sporozoite;0,18;4,95
PBANKA_0919700;sporozoite;0,05;3,64
PBANKA_0919800;sporozoite;0,01;6
PBANKA_0919900;sporozoite;0,02;5,67
PBANKA_0920000;sporozoite;0,16;5,68
PBANKA_0920100;sporozoite;0,07;5,12
PBANKA_0920300;sporozoite;0,18;5,21
PBANKA_0920400;sporozoite;0,6;5,51
PBANKA_0920500;sporozoite;0,46;5,72
PBANKA_0920600;sporozoite;0,26;4,54
PBANKA_0920700;sporozoite;0,07;4,15
PBANKA_0920800;sporozoite;0;7,12
PBANKA_0920900;sporozoite;0;3,77
PBANKA_0921000;sporozoite;0,01;5,88
PBANKA_0921100;sporozoite;0,02;4,04
PBANKA_0921200;sporozoite;0,88;8,58
PBANKA_0921300;sporozoite;0,02;4,69
PBANKA_0921400;sporozoite;0;10,02
PBANKA_0921500;sporozoite;0;0
PBANKA_0921600;sporozoite;0,02;5,63
PBANKA_0921700;sporozoite;0,09;4,75
PBANKA_0921800;sporozoite;0,01;5,61
PBANKA_0921900;sporozoite;0,05;4,82
PBANKA_0922000;sporozoite;0,28;4,13
PBANKA_0922100;sporozoite;0,04;5,55
PBANKA_0922200;sporozoite;0,02;3,82
PBANKA_0922300;sporozoite;0,28;5,78
PBANKA_0922400;sporozoite;0,01;3,92
PBANKA_0922500;sporozoite;0;6,76
PBANKA_0922600;sporozoite;0,02;6,23
PBANKA_0922700;sporozoite;0,01;5,16
PBANKA_0922800;sporozoite;0,01;4,79
PBANKA_0922900;sporozoite;0,19;5,64
PBANKA_0923000;sporozoite;0,63;5,55
PBANKA_0923100;sporozoite;0,01;1,61
PBANKA_0923200;sporozoite;0,01;7,33
PBANKA_0923300;sporozoite;0,01;6,46
PBANKA_0923400;sporozoite;0,02;5,53
PBANKA_0923500;sporozoite;0,19;5,13
PBANKA_0923600;sporozoite;0;0
PBANKA_0923700;sporozoite;0;0
PBANKA_0923800;sporozoite;0,02;6,17
PBANKA_0923900;sporozoite;0,09;4,21
PBANKA_0924000;sporozoite;0,1;4,88
PBANKA_0924100;sporozoite;0,07;5,84
PBANKA_0924200;sporozoite;0,03;5,02
PBANKA_0924300;sporozoite;0,43;5,92
PBANKA_0924400;sporozoite;0,1;6,06
PBANKA_0924500;sporozoite;0,28;5,2
PBANKA_0924600;sporozoite;0,01;5,89
PBANKA_0924700;sporozoite;0,02;5,01
PBANKA_0924800;sporozoite;0,16;5,86
PBANKA_0924900;sporozoite;0,03;6,5
PBANKA_0925000;sporozoite;0,18;5,83
PBANKA_0925100;sporozoite;0,14;5,22
PBANKA_0925200;sporozoite;0,2;5,12
PBANKA_0925300;sporozoite;0,03;6,48
PBANKA_0925400;sporozoite;0,1;5,13
PBANKA_0925500;sporozoite;0,68;6,61
PBANKA_0925600;sporozoite;0,09;5,51
PBANKA_0925700;sporozoite;0,17;4,95
PBANKA_0925800;sporozoite;0,07;5,86
PBANKA_0925900;sporozoite;0,13;5,22
PBANKA_0926000;sporozoite;0,06;5,37
PBANKA_0926100;sporozoite;0,12;5,32
PBANKA_0926200;sporozoite;0;0
PBANKA_0926300;sporozoite;0;4,49
PBANKA_0926400;sporozoite;0;8,59
PBANKA_0926500;sporozoite;0;6,6
PBANKA_0926600;sporozoite;0;0
PBANKA_0926700;sporozoite;0,01;6,22
PBANKA_0926800;sporozoite;0,16;5,36
PBANKA_0926900;sporozoite;0,04;4,97
PBANKA_0927000;sporozoite;0;0
PBANKA_0927100;sporozoite;0,01;6,4
PBANKA_0927200;sporozoite;0,1;5,51
PBANKA_0927300;sporozoite;0,01;2,17
PBANKA_0927400;sporozoite;0;6,88
PBANKA_0927500;sporozoite;0,03;4,58
PBANKA_0927600;sporozoite;0,03;4,08
PBANKA_0927700;sporozoite;0,06;5,43
PBANKA_0927800;sporozoite;0,05;5
PBANKA_0927900;sporozoite;0,01;6,88
PBANKA_0928000;sporozoite;0,35;6,05
PBANKA_0928100;sporozoite;0;9,34
PBANKA_0928200;sporozoite;0,2;4,32
PBANKA_0928300;sporozoite;0,03;4,47
PBANKA_0928400;sporozoite;0,08;5,85
PBANKA_0928500;sporozoite;0,7;6,62
PBANKA_0928600;sporozoite;0;6,25
PBANKA_0928700;sporozoite;0,33;5,18
PBANKA_0928800;sporozoite;0,07;6,13
PBANKA_0928900;sporozoite;0,55;4,18
PBANKA_0929000;sporozoite;0,4;4,51
PBANKA_0929100;sporozoite;0,43;5,07
PBANKA_0929200;sporozoite;0,68;7,03
PBANKA_0929300;sporozoite;0,21;5,8
PBANKA_0929400;sporozoite;0,07;5,18
PBANKA_0929500;sporozoite;0,18;6,13
PBANKA_0929600;sporozoite;0,17;6,06
PBANKA_0929700;sporozoite;0,16;5,32
PBANKA_0929800;sporozoite;0,06;5,07
PBANKA_0929900;sporozoite;0,28;5,67
PBANKA_0930000;sporozoite;0,01;5,9
PBANKA_0930100;sporozoite;0,24;5,27
PBANKA_0930200;sporozoite;0,2;5,6
PBANKA_0930300;sporozoite;0,44;6,96
PBANKA_0930400;sporozoite;0,02;4,52
PBANKA_0930500;sporozoite;0;2,71
PBANKA_0930600;sporozoite;0,01;4,6
PBANKA_0930700;sporozoite;0,02;5,46
PBANKA_0930800;sporozoite;0,07;5,73
PBANKA_0930900;sporozoite;0;7,87
PBANKA_0931000;sporozoite;0,05;5,52
PBANKA_0931100;sporozoite;0,68;7,21
PBANKA_0931200;sporozoite;0,02;7,96
PBANKA_0931300;sporozoite;0,55;6,86
PBANKA_0931400;sporozoite;0,02;5,12
PBANKA_0931500;sporozoite;0;3,46
PBANKA_0931600;sporozoite;0,02;5,81
PBANKA_0931700;sporozoite;0,15;5,44
PBANKA_0931800;sporozoite;0,03;5,46
PBANKA_0931900;sporozoite;0,74;6,51
PBANKA_0932000;sporozoite;0,01;4,88
PBANKA_0932100;sporozoite;0;0
PBANKA_0932200;sporozoite;0;0
PBANKA_0932300;sporozoite;0,26;6,07
PBANKA_0932400;sporozoite;0;0
PBANKA_0932500;sporozoite;0;0
PBANKA_0932600;sporozoite;0,04;6,82
PBANKA_0932700;sporozoite;0,03;6,49
PBANKA_0932800;sporozoite;0,05;5,29
PBANKA_0932900;sporozoite;0,12;3,92
PBANKA_0933000;sporozoite;0,47;6,1
PBANKA_0933100;sporozoite;0,07;4,35
PBANKA_0933200;sporozoite;0,17;7,29
PBANKA_0933300;sporozoite;0,21;6,03
PBANKA_0933400;sporozoite;0,04;5,59
PBANKA_0933500;sporozoite;0,43;6,53
PBANKA_0933600;sporozoite;0,11;5,64
PBANKA_0933700;sporozoite;0;5,63
PBANKA_0933800;sporozoite;0;3,53
PBANKA_0933900;sporozoite;0;0
PBANKA_0934000;sporozoite;0,06;5,43
PBANKA_0934100;sporozoite;0,04;4,49
PBANKA_0934200;sporozoite;0,17;6,7
PBANKA_0934300;sporozoite;0;5,77
PBANKA_0934400;sporozoite;0,2;5,22
PBANKA_0934500;sporozoite;0,22;5,46
PBANKA_0934600;sporozoite;0,02;5,25
PBANKA_0934700;sporozoite;0;0
PBANKA_0934800;sporozoite;0,03;4,11
PBANKA_0934900;sporozoite;0,01;3,87
PBANKA_0935000;sporozoite;0,02;4,75
PBANKA_0935100;sporozoite;0,02;4,87
PBANKA_0935200;sporozoite;0,19;4,61
PBANKA_0935300;sporozoite;0,16;4,25
PBANKA_0935400;sporozoite;0,06;5,14
PBANKA_0935500;sporozoite;0,05;5,32
PBANKA_0935600;sporozoite;0,42;5,81
PBANKA_0935700;sporozoite;0,03;3,86
PBANKA_0935800;sporozoite;0,12;4,64
PBANKA_0935900;sporozoite;0,15;5,05
PBANKA_0936000;sporozoite;0,76;6,36
PBANKA_0936100;sporozoite;0,06;5,63
PBANKA_0936200;sporozoite;0,03;2,18
PBANKA_0936300;sporozoite;0,1;5,33
PBANKA_0936400;sporozoite;0,03;4,55
PBANKA_0936500;sporozoite;0;4,72
PBANKA_0936600;sporozoite;0,04;6,01
PBANKA_0936700;sporozoite;0,07;4,33
PBANKA_0936800;sporozoite;0,02;3,45
PBANKA_0936900;sporozoite;0,01;3,33
PBANKA_0937000;sporozoite;0;0
PBANKA_0937100;sporozoite;0,02;6,19
PBANKA_0937200;sporozoite;0,52;5,77
PBANKA_0937300;sporozoite;0,16;4,85
PBANKA_0937400;sporozoite;0,04;4,72
PBANKA_0937500;sporozoite;0,13;6,03
PBANKA_0937600;sporozoite;0,02;5,93
PBANKA_0937700;sporozoite;0,16;5,29
PBANKA_0937750;sporozoite;0,01;5,52
PBANKA_0937800;sporozoite;0,18;3,81
PBANKA_0937840;sporozoite;0;3,01
PBANKA_0937860;sporozoite;0,01;5,81
PBANKA_0937880;sporozoite;0;0
PBANKA_0937900;sporozoite;0;0
PBANKA_0938000;sporozoite;0,01;3,15
PBANKA_0938050;sporozoite;0;0,51
PBANKA_0938100;sporozoite;0,01;6,54
PBANKA_0938200;sporozoite;0;0
PBANKA_0938300;sporozoite;0,01;4,63
PBANKA_0938400;sporozoite;0;0
PBANKA_0938500;sporozoite;0;6,15
PBANKA_0938600;sporozoite;0;8,5
PBANKA_0938700;sporozoite;0,03;6,12
PBANKA_0938800;sporozoite;0,06;5,63
PBANKA_0938900;sporozoite;0,16;4,63
PBANKA_0939000;sporozoite;0,55;5,99
PBANKA_0939100;sporozoite;0,74;6,88
PBANKA_0939200;sporozoite;0,02;4,97
PBANKA_0939300;sporozoite;0,05;4,01
PBANKA_0939400;sporozoite;0,05;6,08
PBANKA_0939500;sporozoite;0,02;7,21
PBANKA_0939600;sporozoite;0,22;5,26
PBANKA_0939700;sporozoite;0;7,17
PBANKA_0939800;sporozoite;0,02;3,88
PBANKA_0939900;sporozoite;0,01;5,34
PBANKA_0940000;sporozoite;0,03;4,62
PBANKA_0940100;sporozoite;0,03;5
PBANKA_0940200;sporozoite;0,02;4,59
PBANKA_0940300;sporozoite;0,01;5,97
PBANKA_0940400;sporozoite;0,01;4,66
PBANKA_0940500;sporozoite;0;0
PBANKA_0940600;sporozoite;0;0
PBANKA_0940700;sporozoite;0,01;6,72
PBANKA_0940800;sporozoite;0,01;7,5
PBANKA_0940900;sporozoite;0;9,49
PBANKA_0941000;sporozoite;0,02;9,25
PBANKA_0941100;sporozoite;0,3;5,18
PBANKA_0941200;sporozoite;0,04;4,73
PBANKA_0941300;sporozoite;0,01;5,42
PBANKA_0941400;sporozoite;0,01;3,94
PBANKA_0941500;sporozoite;0,02;6,91
PBANKA_0941600;sporozoite;0;1,82
PBANKA_0941700;sporozoite;0,11;6,38
PBANKA_0941800;sporozoite;0,36;6,35
PBANKA_0941900;sporozoite;0,74;7,17
PBANKA_0942000;sporozoite;0,06;6,72
PBANKA_0942100;sporozoite;0;0
PBANKA_0942200;sporozoite;0,01;7,92
PBANKA_0942300;sporozoite;0;0
PBANKA_0942400;sporozoite;0;0
PBANKA_0942500;sporozoite;0,02;4,54
PBANKA_0942600;sporozoite;0,19;5,12
PBANKA_0942700;sporozoite;0,31;5,86
PBANKA_0942800;sporozoite;0,14;5,28
PBANKA_0942900;sporozoite;0,02;5
PBANKA_0943000;sporozoite;0,01;2,65
PBANKA_0943100;sporozoite;0,35;5,8
PBANKA_0943200;sporozoite;0,03;6,49
PBANKA_0943300;sporozoite;0,01;6,62
PBANKA_0943400;sporozoite;0,04;4,38
PBANKA_0943500;sporozoite;0,05;5,72
PBANKA_0943541:tRNA;sporozoite;0,02;4,93
PBANKA_0943561:tRNA;sporozoite;0;3,36
PBANKA_0943600;sporozoite;0,09;5,16
PBANKA_0943700;sporozoite;0;0
PBANKA_0943800;sporozoite;0;0
PBANKA_0943900;sporozoite;0;0
PBANKA_0944000;sporozoite;0;0
PBANKA_0944021;sporozoite;0,02;1,22
PBANKA_0944041;sporozoite;0,02;3,07
PBANKA_0944061;sporozoite;0;0
PBANKA_0944081;sporozoite;0;0
PBANKA_0944101;sporozoite;0;0
PBANKA_1000011;sporozoite;0,03;5,24
PBANKA_1000021;sporozoite;0,01;0,89
PBANKA_1000031;sporozoite;0;0
PBANKA_1000041;sporozoite;0;0
PBANKA_1000051;sporozoite;0;0
PBANKA_1000071;sporozoite;0;0
PBANKA_1000081;sporozoite;0;0
PBANKA_1000091;sporozoite;0;0
PBANKA_1000100;sporozoite;0;5,65
PBANKA_1000200;sporozoite;0;0
PBANKA_1000300;sporozoite;0;0,5
PBANKA_1000400;sporozoite;0;0
PBANKA_1000451;sporozoite;0;0
PBANKA_1000500;sporozoite;0;0
PBANKA_1000600;sporozoite;0;0
PBANKA_1000651:tRNA;sporozoite;0;2,58
PBANKA_1000700;sporozoite;0,19;6,55
PBANKA_1000800;sporozoite;0,11;4,46
PBANKA_1000900;sporozoite;0,04;4,29
PBANKA_1001000;sporozoite;0,56;6,5
PBANKA_1001100;sporozoite;0,2;5,39
PBANKA_1001200;sporozoite;0,07;5,5
PBANKA_1001300;sporozoite;0,01;5,61
PBANKA_1001400;sporozoite;0;5,24
PBANKA_1001500;sporozoite;0,07;5,08
PBANKA_1001600;sporozoite;0,11;4,35
PBANKA_1001700;sporozoite;0,25;5,24
PBANKA_1001800;sporozoite;0,15;5,96
PBANKA_1001900;sporozoite;0,06;4,14
PBANKA_1002000;sporozoite;0,23;6,08
PBANKA_1002100;sporozoite;0,77;8,46
PBANKA_1002200;sporozoite;0,52;7,23
PBANKA_1002300;sporozoite;0,08;5,7
PBANKA_1002400;sporozoite;0,06;4,07
PBANKA_1002500;sporozoite;0,23;6,62
PBANKA_1002600;sporozoite;0,02;5,02
PBANKA_1002700;sporozoite;0,25;5,88
PBANKA_1002800;sporozoite;0,08;6,12
PBANKA_1002900;sporozoite;0,01;4,6
PBANKA_1003000;sporozoite;0;8,02
PBANKA_1003100;sporozoite;0,05;6,47
PBANKA_1003200;sporozoite;0,01;6,65
PBANKA_1003300;sporozoite;0,01;6,41
PBANKA_1003400;sporozoite;0,5;6,6
PBANKA_1003500;sporozoite;0;0
PBANKA_1003600;sporozoite;0,03;4,59
PBANKA_1003700;sporozoite;0,49;6,19
PBANKA_1003800;sporozoite;0;8,1
PBANKA_1003900;sporozoite;0;6,68
PBANKA_1004000;sporozoite;0;0
PBANKA_1004100;sporozoite;0,02;5,33
PBANKA_1004200;sporozoite;0;0
PBANKA_1004300;sporozoite;0,05;3,67
PBANKA_1004400;sporozoite;0,05;6,16
PBANKA_1004500;sporozoite;0,01;2,91
PBANKA_1004600;sporozoite;0;6,32
PBANKA_1004700;sporozoite;0;7,35
PBANKA_1004800;sporozoite;0,09;5,76
PBANKA_1004900;sporozoite;0,2;5,42
PBANKA_1005000;sporozoite;0,06;3,97
PBANKA_1005100;sporozoite;0,16;4,34
PBANKA_1005200;sporozoite;0,72;6,88
PBANKA_1005300;sporozoite;0,24;5,56
PBANKA_1005400;sporozoite;0,05;3,61
PBANKA_1005500;sporozoite;0,03;5,77
PBANKA_1005600;sporozoite;0;4
PBANKA_1005700;sporozoite;0,14;5,12
PBANKA_1005800;sporozoite;0,06;5,31
PBANKA_1005900;sporozoite;0,12;5,64
PBANKA_1006000;sporozoite;0,01;5,48
PBANKA_1006100;sporozoite;0,4;5,69
PBANKA_1006200;sporozoite;0,46;6,06
PBANKA_1006300;sporozoite;0,95;9,08
PBANKA_1006400;sporozoite;0,01;6,86
PBANKA_1006500;sporozoite;0,01;4,72
PBANKA_1006600;sporozoite;0,02;8,06
PBANKA_1006700;sporozoite;0,19;5,5
PBANKA_1006800;sporozoite;0,17;5,63
PBANKA_1006900;sporozoite;0,08;6,27
PBANKA_1007000;sporozoite;0,16;6,81
PBANKA_1007100;sporozoite;0,01;6,59
PBANKA_1007200;sporozoite;0,04;6,8
PBANKA_1007300;sporozoite;0,07;5,3
PBANKA_1007400;sporozoite;0,42;5,66
PBANKA_1007500;sporozoite;0,11;5,93
PBANKA_1007600;sporozoite;0,12;5,42
PBANKA_1007641:tRNA;sporozoite;0;6,38
PBANKA_1007661:tRNA;sporozoite;0;0
PBANKA_1007700;sporozoite;0,11;5,87
PBANKA_1007800;sporozoite;0;6,73
PBANKA_1007900;sporozoite;0;3,57
PBANKA_1008000;sporozoite;0,23;6,89
PBANKA_1008100;sporozoite;0,09;5,51
PBANKA_1008200;sporozoite;0;0
PBANKA_1008300;sporozoite;0,02;6,49
PBANKA_1008400;sporozoite;0;0
PBANKA_1008500;sporozoite;0;6,32
PBANKA_1008600;sporozoite;0,25;5,14
PBANKA_1008700;sporozoite;0,5;6,12
PBANKA_1008800;sporozoite;0,02;4,86
PBANKA_1008900;sporozoite;0,08;4,59
PBANKA_1009000;sporozoite;0,02;4,46
PBANKA_1009100;sporozoite;0,01;4,23
PBANKA_1009200;sporozoite;0,01;5,19
PBANKA_1009300;sporozoite;0,03;5,17
PBANKA_1009400;sporozoite;0;0
PBANKA_1009500;sporozoite;0,07;6,71
PBANKA_1009600;sporozoite;0,02;6,83
PBANKA_1009700;sporozoite;0,04;4,38
PBANKA_1009800;sporozoite;0,01;5,8
PBANKA_1009900;sporozoite;0;0,6
PBANKA_1010000;sporozoite;0,18;6,67
PBANKA_1010100;sporozoite;0,09;4,71
PBANKA_1010200;sporozoite;0,35;5,69
PBANKA_1010300;sporozoite;0,6;6,33
PBANKA_1010400;sporozoite;0,69;6,48
PBANKA_1010500;sporozoite;0,39;5,82
PBANKA_1010600;sporozoite;0,05;6,1
PBANKA_1010700;sporozoite;0;0
PBANKA_1010800;sporozoite;0,02;4,78
PBANKA_1010900;sporozoite;0,26;5
PBANKA_1011100;sporozoite;0,19;5,04
PBANKA_1011200;sporozoite;0,12;5,22
PBANKA_1011300;sporozoite;0,04;3,39
PBANKA_1011400;sporozoite;0,03;4,37
PBANKA_1011500;sporozoite;0,32;5,31
PBANKA_1011600;sporozoite;0,01;4,82
PBANKA_1011700;sporozoite;0,01;2,74
PBANKA_1011800;sporozoite;0,06;6,12
PBANKA_1011900;sporozoite;0,01;6,11
PBANKA_1012000;sporozoite;0,03;4,24
PBANKA_1012100;sporozoite;0,53;5,75
PBANKA_1012200;sporozoite;0,08;6,78
PBANKA_1012300;sporozoite;0,23;4,6
PBANKA_1012400;sporozoite;0,14;5,04
PBANKA_1012500;sporozoite;0,17;5,19
PBANKA_1012600;sporozoite;0,23;5,76
PBANKA_1012700;sporozoite;0,33;4,72
PBANKA_1012800;sporozoite;0,06;5,68
PBANKA_1012900;sporozoite;0,11;4,77
PBANKA_1013000;sporozoite;0,02;5,41
PBANKA_1013100;sporozoite;0,04;5,69
PBANKA_1013200;sporozoite;0,24;6,16
PBANKA_1013300;sporozoite;0,23;5,26
PBANKA_1013400;sporozoite;0,09;4,26
PBANKA_1013500;sporozoite;0,15;5,19
PBANKA_1013600;sporozoite;0,01;3,93
PBANKA_1013700;sporozoite;0,02;5,03
PBANKA_1013800;sporozoite;0,07;4,51
PBANKA_1013900;sporozoite;0;2,81
PBANKA_1014000;sporozoite;0;0,27
PBANKA_1014100;sporozoite;0;2,66
PBANKA_1014200;sporozoite;0;0
PBANKA_1014300;sporozoite;0,01;4,86
PBANKA_1014400;sporozoite;0;0
PBANKA_1014500;sporozoite;0,01;4,65
PBANKA_1014600;sporozoite;0,01;6,02
PBANKA_1014700;sporozoite;0,02;5,58
PBANKA_1014800;sporozoite;0,03;6,54
PBANKA_1014900;sporozoite;0,01;6,44
PBANKA_1015000;sporozoite;0;0
PBANKA_1015100;sporozoite;0,16;5,23
PBANKA_1015200;sporozoite;0,13;5,72
PBANKA_1015300;sporozoite;0,08;5,25
PBANKA_1015400;sporozoite;0,14;6,77
PBANKA_1015500;sporozoite;0,02;3,12
PBANKA_1015600;sporozoite;0,14;5,16
PBANKA_1015700;sporozoite;0,06;5,38
PBANKA_1015800;sporozoite;0,46;5,54
PBANKA_1015900;sporozoite;0,3;4,97
PBANKA_1016000;sporozoite;0,08;3,52
PBANKA_1016100;sporozoite;0;0
PBANKA_1016200;sporozoite;0,33;5,12
PBANKA_1016300;sporozoite;0,35;4,92
PBANKA_1016400;sporozoite;0,26;5,13
PBANKA_1016500;sporozoite;0,25;4,65
PBANKA_1016600;sporozoite;0,04;4,11
PBANKA_1016700;sporozoite;0,03;4,72
PBANKA_1016800;sporozoite;0;0
PBANKA_1016900;sporozoite;0,03;6,23
PBANKA_1017000;sporozoite;0;3,88
PBANKA_1017100;sporozoite;0,18;5,7
PBANKA_1017200;sporozoite;0,12;5,45
PBANKA_1017300;sporozoite;0,17;5,63
PBANKA_1017400;sporozoite;0,01;4,64
PBANKA_1017500;sporozoite;0,89;8,22
PBANKA_1017600;sporozoite;0,11;4,91
PBANKA_1017700;sporozoite;0;1,55
PBANKA_1017800;sporozoite;0,8;6,94
PBANKA_1017900;sporozoite;0,42;6,09
PBANKA_1018000;sporozoite;0,17;4,64
PBANKA_1018100;sporozoite;0,03;5,28
PBANKA_1018200;sporozoite;0,03;5,49
PBANKA_1018300;sporozoite;0,02;4,15
PBANKA_1018400;sporozoite;0,05;4,36
PBANKA_1018500;sporozoite;0,2;4,37
PBANKA_1018600;sporozoite;0,19;5,84
PBANKA_1018700;sporozoite;0,02;5,57
PBANKA_1018800;sporozoite;0,27;4,76
PBANKA_1018900;sporozoite;0,04;4,27
PBANKA_1019000;sporozoite;0,01;4,34
PBANKA_1019100;sporozoite;0,07;5,99
PBANKA_1019200;sporozoite;0;1,02
PBANKA_1019300;sporozoite;0;5,23
PBANKA_1019310;sporozoite;0,11;3,1
PBANKA_1019320;sporozoite;0,15;5,82
PBANKA_1019330;sporozoite;0,08;4,48
PBANKA_1019360;sporozoite;0,03;3,11
PBANKA_1019370;sporozoite;0,02;4,31
PBANKA_1019380;sporozoite;0,02;3,62
PBANKA_1019400;sporozoite;0,35;4,7
PBANKA_1019500;sporozoite;0,28;6,22
PBANKA_1019520;sporozoite;0,04;4,19
PBANKA_1019540;sporozoite;0;2,55
PBANKA_1019560;sporozoite;0,01;1,96
PBANKA_1019580;sporozoite;0;2,9
PBANKA_1019600;sporozoite;0,23;5
PBANKA_1019700;sporozoite;0,57;6,1
PBANKA_1019800;sporozoite;0,16;4,24
PBANKA_1019900;sporozoite;0,11;3,92
PBANKA_1020000;sporozoite;0,35;3,97
PBANKA_1020100;sporozoite;0,8;7,72
PBANKA_1020200;sporozoite;0,49;6,31
PBANKA_1020300;sporozoite;0,1;6,53
PBANKA_1020400;sporozoite;0,04;4,31
PBANKA_1020500;sporozoite;0,3;5,46
PBANKA_1020600;sporozoite;0,06;6,09
PBANKA_1020700;sporozoite;0,69;5,96
PBANKA_1020800;sporozoite;0,1;4,94
PBANKA_1020900;sporozoite;0,05;4,96
PBANKA_1021000;sporozoite;0,09;4,03
PBANKA_1021100;sporozoite;0,05;4,39
PBANKA_1021200;sporozoite;0,03;4,38
PBANKA_1021300;sporozoite;0,02;4,8
PBANKA_1021400;sporozoite;0,01;4,29
PBANKA_1021500;sporozoite;0,02;3,49
PBANKA_1021600;sporozoite;0,1;5,09
PBANKA_1021700;sporozoite;0,11;4,57
PBANKA_1021800;sporozoite;0,05;5,32
PBANKA_1021900;sporozoite;0,34;4,94
PBANKA_1022000;sporozoite;0,27;5,49
PBANKA_1022100;sporozoite;0;0
PBANKA_1022200;sporozoite;0;0
PBANKA_1022300;sporozoite;0;5,49
PBANKA_1022400;sporozoite;0,57;3,71
PBANKA_1022500;sporozoite;0,94;9,13
PBANKA_1022600;sporozoite;0,21;4,7
PBANKA_1022700;sporozoite;0,17;5,07
PBANKA_1022800;sporozoite;0,26;5,33
PBANKA_1022900;sporozoite;0,13;4,53
PBANKA_1023000;sporozoite;0,31;5,71
PBANKA_1023100;sporozoite;0,02;3,67
PBANKA_1023200;sporozoite;0,01;6,98
PBANKA_1023300;sporozoite;0,02;4,93
PBANKA_1023400;sporozoite;0,14;5,85
PBANKA_1023500;sporozoite;0,01;5,04
PBANKA_1023600;sporozoite;0,08;4,84
PBANKA_1023700;sporozoite;0,58;5,19
PBANKA_1023800;sporozoite;0,42;5,48
PBANKA_1023900;sporozoite;0,02;5,31
PBANKA_1024000;sporozoite;0;6,32
PBANKA_1024100;sporozoite;0,05;4,28
PBANKA_1024200;sporozoite;0,34;4,72
PBANKA_1024300;sporozoite;0,28;5,68
PBANKA_1024311:ncRNA;sporozoite;0,29;6,01
PBANKA_1024331;sporozoite;0,02;3,29
PBANKA_1024341;sporozoite;0,02;4,28
PBANKA_1024351;sporozoite;0,08;5,46
PBANKA_1024371:tRNA;sporozoite;0;0
PBANKA_1024400;sporozoite;0,07;6,2
PBANKA_1024500;sporozoite;0,06;3,96
PBANKA_1024600;sporozoite;0,07;4,97
PBANKA_1024700;sporozoite;0,15;7,33
PBANKA_1024800;sporozoite;0;0
PBANKA_1024900;sporozoite;0,04;6,64
PBANKA_1025000;sporozoite;0,03;5,28
PBANKA_1025100;sporozoite;0,55;6,38
PBANKA_1025200;sporozoite;0,02;5,82
PBANKA_1025300;sporozoite;0,63;6,27
PBANKA_1025400;sporozoite;0,05;5,03
PBANKA_1025500;sporozoite;0,09;6,08
PBANKA_1025600;sporozoite;0;0
PBANKA_1025700;sporozoite;0,04;8,65
PBANKA_1025800;sporozoite;0,01;7,63
PBANKA_1025900;sporozoite;0;7,31
PBANKA_1026000;sporozoite;0;0
PBANKA_1026100;sporozoite;0,02;4,81
PBANKA_1026200;sporozoite;0,18;5,61
PBANKA_1026300;sporozoite;0,04;4,66
PBANKA_1026400;sporozoite;0,04;4,49
PBANKA_1026500;sporozoite;0,12;5,15
PBANKA_1026600;sporozoite;0,18;5,1
PBANKA_1026700;sporozoite;0,11;5,8
PBANKA_1026800;sporozoite;0,4;5,71
PBANKA_1026900;sporozoite;0,04;5,9
PBANKA_1027000;sporozoite;0,05;3,87
PBANKA_1027100;sporozoite;0,03;5,68
PBANKA_1027200;sporozoite;0,22;4,62
PBANKA_1027300;sporozoite;0,1;3,88
PBANKA_1027400;sporozoite;0;3,84
PBANKA_1027500;sporozoite;0,14;5,81
PBANKA_1027600;sporozoite;0,08;5,02
PBANKA_1027700;sporozoite;0,1;5,07
PBANKA_1027800;sporozoite;0,16;4,64
PBANKA_1027900;sporozoite;0,03;5,81
PBANKA_1028000;sporozoite;0,44;4,95
PBANKA_1028100;sporozoite;0,61;5,6
PBANKA_1028200;sporozoite;0,87;7,17
PBANKA_1028300;sporozoite;0,06;6,27
PBANKA_1028400;sporozoite;0,08;5,15
PBANKA_1028500;sporozoite;0,8;5,33
PBANKA_1028600;sporozoite;0,09;4,88
PBANKA_1028700;sporozoite;0,01;5,57
