Gene;State;Pct;Expression
PBANKA_0000101;ookinete;0;0
PBANKA_0000301;ookinete;0,03;1,66
PBANKA_0000401;ookinete;0;0
PBANKA_0000600;ookinete;0;0
PBANKA_0000701;ookinete;0;0
PBANKA_0000901;ookinete;0;0
PBANKA_0001001;ookinete;0,01;2,54
PBANKA_0001101;ookinete;0,04;2,72
PBANKA_0001200;ookinete;0,01;1,54
PBANKA_0001201;ookinete;0;0
PBANKA_0001301;ookinete;0;0
PBANKA_0001401;ookinete;0;0
PBANKA_0001601;ookinete;0;0
PBANKA_0006300;ookinete;0;0
PBANKA_0007501;ookinete;0;0
PBANKA_0007601;ookinete;0;0
PBANKA_0007701;ookinete;0;0
PBANKA_0007801;ookinete;0,01;0,81
PBANKA_0007901;ookinete;0;0
PBANKA_0008001;ookinete;0;0
PBANKA_0008101;ookinete;0,02;1,56
PBANKA_0009101;ookinete;0,01;1,3
PBANKA_0100021;ookinete;0,01;4,36
PBANKA_0100041;ookinete;0,2;2,43
PBANKA_0100061;ookinete;0,37;5,18
PBANKA_0100081;ookinete;0,02;1,49
PBANKA_0100100;ookinete;0,02;1,33
PBANKA_0100200;ookinete;0,15;3,78
PBANKA_0100300;ookinete;0,01;1,45
PBANKA_0100400;ookinete;0;0
PBANKA_0100500;ookinete;0,03;5,38
PBANKA_0100600;ookinete;0,01;1,16
PBANKA_0100700;ookinete;0,05;3,19
PBANKA_0100800;ookinete;0,21;5,3
PBANKA_0100900;ookinete;0,49;7,28
PBANKA_0101000;ookinete;0,24;5,4
PBANKA_0101100;ookinete;0,06;4,63
PBANKA_0101200;ookinete;0,57;6,55
PBANKA_0101300;ookinete;0,2;5,85
PBANKA_0101400;ookinete;0,47;5,61
PBANKA_0101500;ookinete;0,3;5,26
PBANKA_0101600;ookinete;0,12;2,69
PBANKA_0101700;ookinete;0,33;4,55
PBANKA_0101800;ookinete;0,75;5,83
PBANKA_0101900;ookinete;0,05;5,96
PBANKA_0102000;ookinete;0,15;5,37
PBANKA_0102100;ookinete;0,2;5,29
PBANKA_0102200;ookinete;0,51;4,78
PBANKA_0102300;ookinete;0,06;5,53
PBANKA_0102400;ookinete;0,12;4,67
PBANKA_0102500;ookinete;0,4;2,23
PBANKA_0102600;ookinete;0,96;8,95
PBANKA_0102700;ookinete;0,24;4,2
PBANKA_0102800;ookinete;0,56;4,28
PBANKA_0102900;ookinete;0,22;5,13
PBANKA_0103000;ookinete;0,96;5,67
PBANKA_0103100;ookinete;0,4;4,16
PBANKA_0103200;ookinete;0,64;4,75
PBANKA_0103300;ookinete;0,64;4,97
PBANKA_0103400;ookinete;0,23;6,58
PBANKA_0103500;ookinete;0,6;4,48
PBANKA_0103700;ookinete;0,2;4,19
PBANKA_0103800;ookinete;0,21;5,45
PBANKA_0103900;ookinete;0,56;6,1
PBANKA_0104000;ookinete;0,29;7,45
PBANKA_0104100;ookinete;0,24;7,53
PBANKA_0104200;ookinete;0,6;4,32
PBANKA_0104300;ookinete;0,18;4,86
PBANKA_0104400;ookinete;0,16;4,3
PBANKA_0104500;ookinete;0,85;7,27
PBANKA_0104600;ookinete;0,79;6,31
PBANKA_0104700;ookinete;0,14;5,8
PBANKA_0104800;ookinete;0,29;3,94
PBANKA_0104900;ookinete;0,43;5,61
PBANKA_0105000;ookinete;0,86;6,75
PBANKA_0105100;ookinete;0,17;4,98
PBANKA_0105200;ookinete;0,28;5,08
PBANKA_0105300;ookinete;0,99;7,73
PBANKA_0105400;ookinete;0,37;4,89
PBANKA_0105500;ookinete;0,94;5,68
PBANKA_0105600;ookinete;0,26;4,33
PBANKA_0105700;ookinete;0,65;6,27
PBANKA_0105800;ookinete;0,22;3,99
PBANKA_0105900;ookinete;0,16;4,22
PBANKA_0106000;ookinete;0,87;5,28
PBANKA_0106100;ookinete;0,28;3,38
PBANKA_0106200;ookinete;0,18;4,05
PBANKA_0106300;ookinete;0,33;5,56
PBANKA_0106400;ookinete;0,95;6,37
PBANKA_0106500;ookinete;0,99;6,51
PBANKA_0106600;ookinete;0,86;6,27
PBANKA_0106700;ookinete;0,96;5,5
PBANKA_0106800;ookinete;0,77;4,33
PBANKA_0106900;ookinete;0,57;4,32
PBANKA_0106950;ookinete;0,54;5,13
PBANKA_0107000;ookinete;0,7;7,51
PBANKA_0107100;ookinete;0,13;6,09
PBANKA_0107200;ookinete;0,69;5,71
PBANKA_0107300;ookinete;0,23;5,78
PBANKA_0107400;ookinete;0,14;6,71
PBANKA_0107500;ookinete;0,56;4,84
PBANKA_0107600;ookinete;0,56;5,03
PBANKA_0107700;ookinete;0,89;7,35
PBANKA_0107800;ookinete;0,65;3,99
PBANKA_0107900;ookinete;0,96;6,09
PBANKA_0108000;ookinete;0,3;4,17
PBANKA_0108100;ookinete;0,3;5,31
PBANKA_0108200;ookinete;0,16;4,21
PBANKA_0108300;ookinete;0,26;6,17
PBANKA_0108400;ookinete;0,51;5,03
PBANKA_0108500;ookinete;0,35;4,02
PBANKA_0108600;ookinete;0,71;4,94
PBANKA_0108700;ookinete;0,9;7,4
PBANKA_0108800;ookinete;0,63;5,34
PBANKA_0108900;ookinete;0,03;4,02
PBANKA_0109000;ookinete;0,87;4,86
PBANKA_0109100;ookinete;0,96;9,18
PBANKA_0109200;ookinete;0,62;5,39
PBANKA_0109300;ookinete;0,1;4,94
PBANKA_0109400;ookinete;0,08;6,26
PBANKA_0109500;ookinete;0,45;4,02
PBANKA_0109600;ookinete;0,37;6,93
PBANKA_0109700;ookinete;0,35;5,24
PBANKA_0109800;ookinete;0,21;2,95
PBANKA_0109900;ookinete;0,23;3,86
PBANKA_0110000;ookinete;0,89;6,54
PBANKA_0110100;ookinete;0,32;5,43
PBANKA_0110200;ookinete;0,18;4,95
PBANKA_0110300;ookinete;0,06;3,58
PBANKA_0110400;ookinete;0,45;4,48
PBANKA_0110500;ookinete;0,47;5,04
PBANKA_0110600;ookinete;0,08;2,37
PBANKA_0110700;ookinete;0,25;2,96
PBANKA_0110800;ookinete;0,63;4,84
PBANKA_0110900;ookinete;0,85;6,69
PBANKA_0111000;ookinete;0,7;5,73
PBANKA_0111100;ookinete;0,89;6,81
PBANKA_0111200;ookinete;0,77;6,08
PBANKA_0111300;ookinete;0,65;4,94
PBANKA_0111400;ookinete;0,88;6,3
PBANKA_0111500;ookinete;0,27;3,77
PBANKA_0111600;ookinete;0,76;5,11
PBANKA_0111700;ookinete;0,23;4,91
PBANKA_0111800;ookinete;0,58;5
PBANKA_0111900;ookinete;0,84;3,7
PBANKA_0112000;ookinete;0,91;6,35
PBANKA_0112100;ookinete;0,27;4,55
PBANKA_0112200;ookinete;0,35;5,57
PBANKA_0112300;ookinete;0,51;6,06
PBANKA_0112400;ookinete;0,87;6,45
PBANKA_0112500;ookinete;0,21;5,26
PBANKA_0112600;ookinete;0,02;5,2
PBANKA_0112621;ookinete;0,01;2,61
PBANKA_0112641;ookinete;0,04;4,76
PBANKA_0112661;ookinete;0,18;1,71
PBANKA_0112681;ookinete;0,01;0,78
PBANKA_0112701;ookinete;0,02;1,61
PBANKA_0112721;ookinete;0,13;1,16
PBANKA_0200400;ookinete;0,04;5,39
PBANKA_0200500;ookinete;0,02;6,13
PBANKA_0200600;ookinete;0,57;5,02
PBANKA_0200650;ookinete;0,01;4,06
PBANKA_0200700;ookinete;0,01;2,79
PBANKA_0200751;ookinete;0;0
PBANKA_0201000;ookinete;0,03;1,6
PBANKA_0201051;ookinete;0,41;4,62
PBANKA_0201100;ookinete;0;0
PBANKA_0201200;ookinete;0;0
PBANKA_0201250;ookinete;0,02;5,08
PBANKA_0201300;ookinete;0,01;5,7
PBANKA_0201340;ookinete;0,06;3,9
PBANKA_0201360;ookinete;0;0
PBANKA_0201400;ookinete;0;0
PBANKA_0201450;ookinete;0,01;4,03
PBANKA_0201500;ookinete;0,11;4,42
PBANKA_0201600;ookinete;0,57;6,26
PBANKA_0201700;ookinete;0,88;9,15
PBANKA_0201800;ookinete;0,38;3,99
PBANKA_0201900;ookinete;0,55;5,3
PBANKA_0202000;ookinete;0,77;5,28
PBANKA_0202100;ookinete;0,07;3,73
PBANKA_0202200;ookinete;0,19;3,62
PBANKA_0202300;ookinete;0,18;4,49
PBANKA_0202400;ookinete;0,44;5,22
PBANKA_0202500;ookinete;0,17;3,86
PBANKA_0202600;ookinete;0,44;4,06
PBANKA_0202700;ookinete;0,06;3,27
PBANKA_0202800;ookinete;0,37;3,56
PBANKA_0202900;ookinete;0,94;7,42
PBANKA_0203000;ookinete;0,16;4,18
PBANKA_0203100;ookinete;0,7;5,75
PBANKA_0203200;ookinete;0,41;4,15
PBANKA_0203300;ookinete;0,52;6,03
PBANKA_0203400;ookinete;0,85;5,32
PBANKA_0203500;ookinete;0,96;6,92
PBANKA_0203600;ookinete;0,46;5,3
PBANKA_0203650;ookinete;0,77;5,64
PBANKA_0203750;ookinete;0,82;5,5
PBANKA_0203800;ookinete;0,38;3,49
PBANKA_0203900;ookinete;0,36;3,79
PBANKA_0204000;ookinete;0,35;4,77
PBANKA_0204100;ookinete;1;9,09
PBANKA_0204200;ookinete;0,3;4,78
PBANKA_0204300;ookinete;0,12;4,31
PBANKA_0204400;ookinete;0,13;4,9
PBANKA_0204500;ookinete;0,32;4,4
PBANKA_0204600;ookinete;0,71;10,17
PBANKA_0204700;ookinete;0,77;5,57
PBANKA_0204800;ookinete;0,99;7,08
PBANKA_0204900;ookinete;0,95;6,1
PBANKA_0205000;ookinete;0,87;6,14
PBANKA_0205100;ookinete;0,52;5,21
PBANKA_0205200;ookinete;0,86;6,14
PBANKA_0205300;ookinete;0,09;5,07
PBANKA_0205400;ookinete;0,21;6,62
PBANKA_0205500;ookinete;0,38;3,22
PBANKA_0205600;ookinete;0,43;3,3
PBANKA_0205700;ookinete;0,27;3,9
PBANKA_0205800;ookinete;0,82;6,19
PBANKA_0205900;ookinete;0,33;4,74
PBANKA_0206000;ookinete;0,14;4,24
PBANKA_0206100;ookinete;0,64;5,82
PBANKA_0206200;ookinete;0,7;3,21
PBANKA_0206300;ookinete;0,88;5,79
PBANKA_0206400;ookinete;0,13;3,56
PBANKA_0206500;ookinete;0,14;5,81
PBANKA_0206600;ookinete;0,6;5,86
PBANKA_0206700;ookinete;0,03;2,52
PBANKA_0206800;ookinete;0,46;4,65
PBANKA_0206900;ookinete;0,35;5,65
PBANKA_0207000;ookinete;0,25;5,14
PBANKA_0207100;ookinete;0,21;3,32
PBANKA_0207200;ookinete;0,14;3,96
PBANKA_0207300;ookinete;0,87;6,03
PBANKA_0207400;ookinete;0,12;4,23
PBANKA_0207500;ookinete;0,17;3,79
PBANKA_0207600;ookinete;0,61;6,58
PBANKA_0207700;ookinete;0,54;4,69
PBANKA_0207800;ookinete;0,11;4,6
PBANKA_0207900;ookinete;0,12;5,37
PBANKA_0208000;ookinete;0,26;5,24
PBANKA_0208100;ookinete;0,77;5,62
PBANKA_0208200;ookinete;0,56;5,8
PBANKA_0208300;ookinete;0,09;3,04
PBANKA_0208400;ookinete;0,29;5,81
PBANKA_0208500;ookinete;0,41;5,43
PBANKA_0208600;ookinete;0,47;4,92
PBANKA_0208700;ookinete;0,18;4,35
PBANKA_0208800;ookinete;0,64;6,31
PBANKA_0208900;ookinete;0,76;6,39
PBANKA_0209000;ookinete;0,27;4,08
PBANKA_0209100;ookinete;0,97;7,33
PBANKA_0209200;ookinete;0,57;4,96
PBANKA_0209300;ookinete;0,53;8,3
PBANKA_0209400;ookinete;0,6;3,52
PBANKA_0209500;ookinete;0,89;5,24
PBANKA_0209600;ookinete;0,61;4,38
PBANKA_0209700;ookinete;1;9,35
PBANKA_0209800;ookinete;0,84;5,68
PBANKA_0209900;ookinete;0,27;5,14
PBANKA_0210000;ookinete;0,37;3,67
PBANKA_0210100;ookinete;0,31;5,04
PBANKA_0210200;ookinete;0,6;4,55
PBANKA_0210300;ookinete;0,26;5,11
PBANKA_0210400;ookinete;0,63;5,26
PBANKA_0210500;ookinete;0,39;4,03
PBANKA_0210600;ookinete;0,82;4,03
PBANKA_0210700;ookinete;0,13;4,21
PBANKA_0210800;ookinete;0,17;3,38
PBANKA_0210900;ookinete;0,21;2,99
PBANKA_0211000;ookinete;0,24;3,7
PBANKA_0211100;ookinete;0,69;4,94
PBANKA_0211200;ookinete;0,35;4,15
PBANKA_0211300;ookinete;0,9;6,09
PBANKA_0211400;ookinete;0,45;4,2
PBANKA_0211500;ookinete;0,51;7,44
PBANKA_0211600;ookinete;0,57;4,89
PBANKA_0211700;ookinete;0,24;3,6
PBANKA_0211800;ookinete;0,09;3,39
PBANKA_0211900;ookinete;0,08;3,28
PBANKA_0212000;ookinete;0,31;3,74
PBANKA_0212100;ookinete;0,68;6,33
PBANKA_0212200;ookinete;0,39;4,77
PBANKA_0212300;ookinete;0,07;4,32
PBANKA_0212400;ookinete;0,17;5,15
PBANKA_0212500;ookinete;0,35;3,39
PBANKA_0212600;ookinete;0,4;3,91
PBANKA_0212700;ookinete;0,78;5,1
PBANKA_0212800;ookinete;0,16;3,74
PBANKA_0212900;ookinete;0,66;4,67
PBANKA_0213000;ookinete;0,61;6,08
PBANKA_0213100;ookinete;0,06;4,45
PBANKA_0213200;ookinete;0,17;5,31
PBANKA_0213300;ookinete;0,02;2,36
PBANKA_0213400;ookinete;0,77;6,5
PBANKA_0213500;ookinete;0,82;6,54
PBANKA_0213600;ookinete;0,55;5,83
PBANKA_0213700;ookinete;0,56;5,07
PBANKA_0213800;ookinete;0,26;5,52
PBANKA_0213900;ookinete;0,08;4,41
PBANKA_0214000;ookinete;0,63;6,17
PBANKA_0214100;ookinete;0,25;4,15
PBANKA_0214200;ookinete;0,25;6,37
PBANKA_0214300;ookinete;0,06;4,92
PBANKA_0214400;ookinete;0,09;5,49
PBANKA_0214500;ookinete;0,14;5,42
PBANKA_0214521;ookinete;0,02;2,36
PBANKA_0214531;ookinete;0,01;1,94
PBANKA_0214550;ookinete;0,01;6,09
PBANKA_0214600;ookinete;0,01;1,7
PBANKA_0214700;ookinete;0,31;4,5
PBANKA_0214800;ookinete;0,15;5,95
PBANKA_0214900;ookinete;0,13;6,35
PBANKA_0214951;ookinete;0,01;3,23
PBANKA_0215700;ookinete;0,01;7,71
PBANKA_0215800;ookinete;0,01;2,38
PBANKA_0215900;ookinete;0;0
PBANKA_0216000;ookinete;0,04;4,39
PBANKA_0216021;ookinete;0,01;2,38
PBANKA_0216041;ookinete;0;0
PBANKA_0216061;ookinete;0;0
PBANKA_0216081;ookinete;0,01;1,26
PBANKA_0216701;ookinete;0,02;2,76
PBANKA_0216721;ookinete;0,01;1,92
PBANKA_0216741;ookinete;0,01;5,61
PBANKA_0216761;ookinete;0;0
PBANKA_0216781;ookinete;0,01;7,62
PBANKA_0216801;ookinete;0,03;6,25
PBANKA_0300100;ookinete;0;0
PBANKA_0300200;ookinete;0;0
PBANKA_0300300;ookinete;0;0
PBANKA_0300500;ookinete;0;0
PBANKA_0300600;ookinete;0,17;4,19
PBANKA_0300700;ookinete;0,91;5,68
PBANKA_0300800;ookinete;0,21;4,77
PBANKA_0300900;ookinete;0,16;3,38
PBANKA_0301000;ookinete;0,43;3,83
PBANKA_0301100;ookinete;0,41;4,22
PBANKA_0301200;ookinete;0,04;4,34
PBANKA_0301300;ookinete;0,6;6,88
PBANKA_0301351;ookinete;0,01;0,74
PBANKA_0301400;ookinete;0,37;6,22
PBANKA_0301500;ookinete;0,67;5,22
PBANKA_0301600;ookinete;0,62;6,94
PBANKA_0301700;ookinete;0,28;3,8
PBANKA_0301800;ookinete;0,18;4,93
PBANKA_0301900;ookinete;0,89;4,94
PBANKA_0302000;ookinete;0,33;3,47
PBANKA_0302100;ookinete;0,88;5,14
PBANKA_0302200;ookinete;0,82;6,24
PBANKA_0302300;ookinete;0,64;5,42
PBANKA_0302400;ookinete;0,55;3,97
PBANKA_0302500;ookinete;0,12;6,47
PBANKA_0302600;ookinete;0,28;4,85
PBANKA_0302700;ookinete;0,18;4,24
PBANKA_0302800;ookinete;0,03;5,85
PBANKA_0302900;ookinete;0,04;4,13
PBANKA_0303000;ookinete;0,14;3,52
PBANKA_0303100;ookinete;0,35;4,44
PBANKA_0303200;ookinete;0,71;6
PBANKA_0303300;ookinete;0,14;3,77
PBANKA_0303400;ookinete;0,4;4,69
PBANKA_0303500;ookinete;0,49;5,49
PBANKA_0303600;ookinete;0,77;6,73
PBANKA_0303700;ookinete;0,6;5,56
PBANKA_0303800;ookinete;0,43;5,31
PBANKA_0303900;ookinete;0,71;5,55
PBANKA_0304000;ookinete;0,58;4,32
PBANKA_0304100;ookinete;0,77;4,91
PBANKA_0304200;ookinete;0,48;5,13
PBANKA_0304300;ookinete;0,59;5,7
PBANKA_0304400;ookinete;0,39;4,01
PBANKA_0304500;ookinete;0,96;6,98
PBANKA_0304600;ookinete;0,33;4,12
PBANKA_0304700;ookinete;0,16;2,58
PBANKA_0304800;ookinete;0,03;4,22
PBANKA_0304900;ookinete;0,09;5,43
PBANKA_0305000;ookinete;0,02;2,57
PBANKA_0305100;ookinete;0,06;2,84
PBANKA_0305200;ookinete;0,78;6,75
PBANKA_0305300;ookinete;0,81;6,02
PBANKA_0305400;ookinete;0,75;5,22
PBANKA_0305500;ookinete;0,68;4,86
PBANKA_0305600;ookinete;0,05;4,57
PBANKA_0305700;ookinete;0,85;4,75
PBANKA_0305800;ookinete;0,54;4,58
PBANKA_0305900;ookinete;0,33;5,25
PBANKA_0306000;ookinete;0,23;4,62
PBANKA_0306100;ookinete;0,06;2,82
PBANKA_0306200;ookinete;0,34;4,82
PBANKA_0306300;ookinete;0,68;6,96
PBANKA_0306400;ookinete;0,4;4,36
PBANKA_0306500;ookinete;0,44;6,51
PBANKA_0306600;ookinete;0,91;6,45
PBANKA_0306700;ookinete;0,2;4,46
PBANKA_0306800;ookinete;0,96;9,36
PBANKA_0306900;ookinete;0,62;5,92
PBANKA_0307000;ookinete;0,89;6,27
PBANKA_0307100;ookinete;0,35;5,43
PBANKA_0307200;ookinete;0,21;5,95
PBANKA_0307300;ookinete;0,16;3,12
PBANKA_0307400;ookinete;0,77;4,6
PBANKA_0307500;ookinete;0,35;3,55
PBANKA_0307600;ookinete;0,21;4,13
PBANKA_0307700;ookinete;0,18;3,46
PBANKA_0307800;ookinete;0,75;5,58
PBANKA_0307900;ookinete;0,07;2,77
PBANKA_0308000;ookinete;0,09;5,05
PBANKA_0308100;ookinete;0,08;5,53
PBANKA_0308200;ookinete;0,07;3,68
PBANKA_0308300;ookinete;0,8;4,62
PBANKA_0308400;ookinete;0,84;5,46
PBANKA_0308500;ookinete;0,82;5,12
PBANKA_0308600;ookinete;0,54;5,35
PBANKA_0308700;ookinete;0,26;3,58
PBANKA_0308800;ookinete;0,38;5,82
PBANKA_0308900;ookinete;0,55;3,67
PBANKA_0309000;ookinete;0,15;3,73
PBANKA_0309100;ookinete;0,33;5,02
PBANKA_0309200;ookinete;0,96;4,97
PBANKA_0309400;ookinete;0,83;5,72
PBANKA_0309500;ookinete;0,55;5,96
PBANKA_0309600;ookinete;0,13;3,77
PBANKA_0309700;ookinete;0,12;3,67
PBANKA_0309800;ookinete;0,02;5,63
PBANKA_0309900;ookinete;0,16;4,16
PBANKA_0310000;ookinete;0,8;7,48
PBANKA_0310100;ookinete;0,23;5,66
PBANKA_0310200;ookinete;0,19;3,88
PBANKA_0310300;ookinete;0,46;4,39
PBANKA_0310400;ookinete;0,59;4,85
PBANKA_0310500;ookinete;0,77;4,54
PBANKA_0310600;ookinete;1;9,86
PBANKA_0310700;ookinete;0,62;4,91
PBANKA_0310800;ookinete;0,33;4,26
PBANKA_0310900;ookinete;0,48;5,94
PBANKA_0311000;ookinete;0,65;6
PBANKA_0311100;ookinete;0,33;5,24
PBANKA_0311200;ookinete;0,68;5,28
PBANKA_0311300;ookinete;0,4;4,8
PBANKA_0311400;ookinete;0,68;7,9
PBANKA_0311500;ookinete;0,82;8,52
PBANKA_0311600;ookinete;0,28;4,57
PBANKA_0311700;ookinete;0,12;4,89
PBANKA_0311800;ookinete;0,1;5,18
PBANKA_0311900;ookinete;0,89;7,05
PBANKA_0312000;ookinete;0,78;7,55
PBANKA_0312100;ookinete;0,26;5,12
PBANKA_0312200;ookinete;0,24;5,23
PBANKA_0312300;ookinete;0,7;5,57
PBANKA_0312400;ookinete;0,57;6,23
PBANKA_0312500;ookinete;0,26;6,26
PBANKA_0312600;ookinete;0,23;5,16
PBANKA_0312700;ookinete;0,48;3,69
PBANKA_0312800;ookinete;0,96;6,47
PBANKA_0312900;ookinete;0,28;4,44
PBANKA_0313000;ookinete;0,77;4,99
PBANKA_0313100;ookinete;0,33;4,87
PBANKA_0313200;ookinete;0,62;5,04
PBANKA_0313300;ookinete;0,79;8,34
PBANKA_0313400;ookinete;0,87;5,92
PBANKA_0313500;ookinete;0,44;5,29
PBANKA_0313600;ookinete;0,29;4,13
PBANKA_0313700;ookinete;0,19;4,66
PBANKA_0313800;ookinete;0,33;5,74
PBANKA_0313900;ookinete;0,6;4,47
PBANKA_0314000;ookinete;0,32;4,7
PBANKA_0314100;ookinete;0,94;6,46
PBANKA_0314200;ookinete;0,38;5,14
PBANKA_0314300;ookinete;0,89;5,4
PBANKA_0314400;ookinete;0,65;5,91
PBANKA_0314500;ookinete;0,7;6,34
PBANKA_0314600;ookinete;0,13;3,98
PBANKA_0314700;ookinete;0,62;6,66
PBANKA_0314800;ookinete;0,32;3,99
PBANKA_0314900;ookinete;0,66;5,55
PBANKA_0315000;ookinete;0,11;4,42
PBANKA_0315100;ookinete;0,78;5,34
PBANKA_0315200;ookinete;0,39;5,03
PBANKA_0315300;ookinete;0,57;4,12
PBANKA_0315400;ookinete;0,82;5,93
PBANKA_0315410;ookinete;0,74;5,07
PBANKA_0315420;ookinete;0,09;2,41
PBANKA_0315430;ookinete;0,04;2,24
PBANKA_0315500;ookinete;0,16;4,09
PBANKA_0315600;ookinete;0,91;7,3
PBANKA_0315700;ookinete;0,45;2,86
PBANKA_0315800;ookinete;0,57;5,89
PBANKA_0315900;ookinete;0,26;5,75
PBANKA_0316000;ookinete;0,21;4,65
PBANKA_0316100;ookinete;0,11;3,23
PBANKA_0316200;ookinete;0,7;7,53
PBANKA_0316300;ookinete;0,05;5,23
PBANKA_0316400;ookinete;0,01;6,83
PBANKA_0316500;ookinete;0,01;4,1
PBANKA_0316600;ookinete;0,09;5,09
PBANKA_0316650;ookinete;0;0
PBANKA_0316700;ookinete;0,03;4,58
PBANKA_0316800;ookinete;0,05;6,03
PBANKA_0316821;ookinete;0,01;5,2
PBANKA_0316841;ookinete;0,04;3,44
PBANKA_0316861;ookinete;0,01;3,52
PBANKA_0316900;ookinete;0,01;3,49
PBANKA_0316921;ookinete;0;0
PBANKA_0316941;ookinete;0;0
PBANKA_0316961;ookinete;0;0
PBANKA_0316981;ookinete;0,06;1,72
PBANKA_0317001;ookinete;0,01;5,05
PBANKA_0317021;ookinete;0,01;1,03
PBANKA_0317041;ookinete;0;0
PBANKA_0317061;ookinete;0,04;6,07
PBANKA_0317081;ookinete;0,01;4,04
PBANKA_0317101;ookinete;0;0
PBANKA_0317121;ookinete;0,01;3,62
PBANKA_0317141;ookinete;0,57;4,66
PBANKA_0317161;ookinete;0,01;6,81
PBANKA_0317181;ookinete;0;0
PBANKA_0400100;ookinete;0;0
PBANKA_0400200;ookinete;0;0
PBANKA_0400500;ookinete;0,01;1,27
PBANKA_0400600;ookinete;0;0
PBANKA_0400700;ookinete;0,01;5,77
PBANKA_0400800;ookinete;0,01;5,87
PBANKA_0400900;ookinete;0,18;5,21
PBANKA_0401000;ookinete;0,28;4,22
PBANKA_0401100;ookinete;0,77;6,03
PBANKA_0401200;ookinete;0,13;4,54
PBANKA_0401300;ookinete;0,2;4,75
PBANKA_0401400;ookinete;0,25;4,31
PBANKA_0401500;ookinete;0,18;4,75
PBANKA_0401600;ookinete;0,27;5,12
PBANKA_0401700;ookinete;0,57;4,64
PBANKA_0401800;ookinete;0,22;4,65
PBANKA_0401900;ookinete;0,41;5,02
PBANKA_0402000;ookinete;0,15;4,52
PBANKA_0402100;ookinete;0,79;5,71
PBANKA_0402200;ookinete;0,13;5,11
PBANKA_0402300;ookinete;0,21;5,56
PBANKA_0402400;ookinete;0,12;2,4
PBANKA_0402500;ookinete;0,31;6,75
PBANKA_0402600;ookinete;0,14;5,01
PBANKA_0402700;ookinete;0,56;8
PBANKA_0402800;ookinete;0,11;5,65
PBANKA_0402900;ookinete;0,7;5,64
PBANKA_0403000;ookinete;0,72;5,67
PBANKA_0403100;ookinete;0,98;7,56
PBANKA_0403200;ookinete;0,72;5,92
PBANKA_0403300;ookinete;0,77;4,5
PBANKA_0403400;ookinete;0,65;4,67
PBANKA_0403500;ookinete;0,38;5,9
PBANKA_0403600;ookinete;1;8,32
PBANKA_0403700;ookinete;0,86;5,8
PBANKA_0403800;ookinete;0,83;6,04
PBANKA_0403900;ookinete;0,84;5,71
PBANKA_0404000;ookinete;0,54;4,61
PBANKA_0404100;ookinete;0,13;4,68
PBANKA_0404200;ookinete;0,19;5,6
PBANKA_0404300;ookinete;0,43;5,9
PBANKA_0404400;ookinete;0,33;7,5
PBANKA_0404500;ookinete;0,71;5,53
PBANKA_0404600;ookinete;0,91;5,67
PBANKA_0404700;ookinete;0,86;6,34
PBANKA_0404800;ookinete;0,77;7,46
PBANKA_0404900;ookinete;0,4;6,52
PBANKA_0405000;ookinete;0,57;3,73
PBANKA_0405100;ookinete;0,23;5,22
PBANKA_0405200;ookinete;0,24;6,16
PBANKA_0405300;ookinete;0,33;5,02
PBANKA_0405310;ookinete;0,13;2,05
PBANKA_0405400;ookinete;0,6;6,88
PBANKA_0405500;ookinete;0,87;5,43
PBANKA_0405600;ookinete;0,25;6,23
PBANKA_0405700;ookinete;0,52;4,41
PBANKA_0405800;ookinete;0,59;5,37
PBANKA_0405900;ookinete;0,3;4,53
PBANKA_0406000;ookinete;0,22;6,11
PBANKA_0406100;ookinete;0,43;5,16
PBANKA_0406200;ookinete;0,85;5,53
PBANKA_0406300;ookinete;0,03;5,16
PBANKA_0406400;ookinete;0,38;4,94
PBANKA_0406500;ookinete;0,11;5,49
PBANKA_0406600;ookinete;0,25;5,34
PBANKA_0406650;ookinete;0,07;1,94
PBANKA_0406700;ookinete;0,13;3,66
PBANKA_0406800;ookinete;0,08;5,51
PBANKA_0406900;ookinete;0,76;6,98
PBANKA_0407000;ookinete;0,3;4,01
PBANKA_0407100;ookinete;0,14;4,01
PBANKA_0407200;ookinete;0,39;5,56
PBANKA_0407300;ookinete;0,28;5,26
PBANKA_0407400;ookinete;0,78;6,49
PBANKA_0407500;ookinete;0,09;3,68
PBANKA_0407550;ookinete;0,04;2,83
PBANKA_0407600;ookinete;0,67;7,71
PBANKA_0407700;ookinete;0,95;6,62
PBANKA_0407800;ookinete;0,15;4,8
PBANKA_0407900;ookinete;0,19;5,18
PBANKA_0408000;ookinete;0,5;3,55
PBANKA_0408100;ookinete;0,32;4,92
PBANKA_0408200;ookinete;1;10,29
PBANKA_0408300;ookinete;0,96;6,54
PBANKA_0408400;ookinete;0,28;5,43
PBANKA_0408500;ookinete;0,17;3,76
PBANKA_0408600;ookinete;0,7;5,59
PBANKA_0408700;ookinete;0,43;3,4
PBANKA_0408800;ookinete;0,53;3,57
PBANKA_0408900;ookinete;0,45;5,25
PBANKA_0409000;ookinete;0,76;8,63
PBANKA_0409100;ookinete;0,1;3,94
PBANKA_0409200;ookinete;0,13;4,79
PBANKA_0409300;ookinete;0,21;5,35
PBANKA_0409400;ookinete;0,63;6,34
PBANKA_0409500;ookinete;0,08;3,71
PBANKA_0409600;ookinete;0,38;5,18
PBANKA_0409700;ookinete;0,77;6,87
