UMAP_1;UMAP_2;Ident
-12,24517917;5,045786949;Sporozoite
-12,23719214;5,450849386;Sporozoite
-11,49360656;5,787362905;Sporozoite
-12,30782031;5,296624036;Sporozoite
-11,60222529;5,545041414;Sporozoite
-11,73012923;5,775258394;Sporozoite
-11,32031154;6,934177728;Sporozoite
-11,22113132;6,796953054;Sporozoite
-11,78319358;6,097057195;Sporozoite
-11,4421358;6,454521509;Sporozoite
-11,54472732;5,650593134;Sporozoite
-12,13198184;4,864340635;Sporozoite
-12,60050105;3,909460159;Sporozoite
-11,91946315;5,293166013;Sporozoite
-12,12876224;5,6759685;Sporozoite
-11,94705485;5,417841764;Sporozoite
-12,55564498;4,291417213;Sporozoite
-11,48642062;6,16517386;Sporozoite
-11,21162509;7,031374784;Sporozoite
-11,35416507;6,103266092;Sporozoite
-12,3021593;5,045847269;Sporozoite
-11,58064174;6,198803278;Sporozoite
-12,45005321;4,572039219;Sporozoite
-12,59139918;3,953250738;Sporozoite
-11,42858218;6,209361883;Sporozoite
-11,69210719;5,049770208;Sporozoite
-12,25144099;5,2753962;Sporozoite
-12,44596004;4,355456205;Sporozoite
-12,06679629;5,982674928;Sporozoite
-11,42630767;6,454653116;Sporozoite
-11,20748328;6,500373216;Sporozoite
-11,86660956;5,046684118;Sporozoite
-12,40385341;4,478840442;Sporozoite
-12,76110744;3,951799722;Sporozoite
-12,40727805;4,447993608;Sporozoite
-12,30823707;5,146557184;Sporozoite
-11,5395832;5,334590765;Sporozoite
-12,14008903;5,908497663;Sporozoite
-12,47639178;4,394489141;Sporozoite
-12,09269618;5,325532766;Sporozoite
-11,88069438;5,454670282;Sporozoite
-11,55158137;5,588432642;Sporozoite
-11,18665313;6,986928793;Sporozoite
-11,2117195;6,918807836;Sporozoite
-11,63635348;6,195226045;Sporozoite
-11,40903853;6,242647977;Sporozoite
-12,35730838;3,72542605;Sporozoite
-11,79410457;6,380141588;Sporozoite
-11,17066382;6,357960554;Sporozoite
-12,17321586;5,20599732;Sporozoite
-11,89429759;5,472068163;Sporozoite
-12,11317538;5,286861272;Sporozoite
-12,57561015;4,242417904;Sporozoite
-11,33752345;5,733119341;Sporozoite
-11,51440238;6,637666555;Sporozoite
-11,16872691;6,903184267;Sporozoite
-11,83799552;5,274526926;Sporozoite
-11,33805846;6,166453691;Sporozoite
-2,028871527;-8,189611582;Merozoite
-2,287815323;-8,22114387;Merozoite
-3,127556791;-8,576815752;Merozoite
-2,557697048;-8,787844805;Merozoite
-3,475788822;-7,917777209;Merozoite
-3,561385622;-8,298898844;Merozoite
-0,805189838;-7,983266024;Merozoite
-3,519382467;-8,238241343;Merozoite
-3,268966665;-8,04049602;Merozoite
-2,176398268;-8,352602152;Merozoite
-3,91944622;-7,954240946;Merozoite
-3,407557478;-8,22437015;Merozoite
-0,99822711;-8,443165926;Merozoite
-2,236346235;-8,327045588;Merozoite
-3,482424726;-8,309441714;Merozoite
-3,740739813;-8,063194422;Merozoite
-3,030189028;-8,661940722;Merozoite
-3,783108225;-8,06442943;Merozoite
-3,103178491;-8,284318117;Merozoite
-2,766349068;-8,118082194;Merozoite
-2,859464636;-8,6777288;Merozoite
-2,129440298;-8,112490801;Merozoite
-3,382823458;-8,246786265;Merozoite
-2,73757576;-7,642677454;Merozoite
-0,901845267;-8,287222056;Merozoite
-2,323203077;-8,53401771;Merozoite
-2,973862638;-8,392306475;Merozoite
-4,4860711;1,772294851;Merozoite
-3,816773167;-8,060449747;Merozoite
-3,499917498;-8,156187205;Merozoite
-0,644543161;-8,144149927;Merozoite
-2,136463871;-8,680741457;Merozoite
-2,110507002;-8,428992419;Merozoite
-2,453609218;-8,461307673;Merozoite
-2,189877024;-8,976020007;Merozoite
-2,797328224;-8,445191531;Merozoite
-3,110288133;-8,522420077;Merozoite
-2,095302334;-8,679906992;Merozoite
-1,265227427;-8,542527346;Merozoite
-3,307849636;-8,380589632;Merozoite
-3,663728943;-8,248204378;Merozoite
-2,136020412;-7,996318011;Merozoite
-3,937330236;-7,969910769;Merozoite
-3,697392216;-8,187995104;Merozoite
-2,296145906;-8,696607737;Merozoite
-1,4039539;-8,460379748;Merozoite
-1,108138552;-8,392829089;Merozoite
-3,081995239;-8,499704508;Merozoite
-0,870753398;-8,454151301;Merozoite
-2,347221365;-8,133306651;Merozoite
-3,282058945;-8,396538882;Merozoite
-3,958079805;-7,917371897;Merozoite
-2,133591165;-8,583268313;Merozoite
-2,192223539;-8,819568781;Merozoite
-3,361333599;-8,026679186;Merozoite
-1,544008007;-8,798933176;Merozoite
-2,381324282;-8,394039301;Merozoite
-1,585140695;-8,161564021;Merozoite
-1,316410174;-8,35438457;Merozoite
-0,679014912;-8,178853182;Merozoite
-1,472362985;-8,340401797;Merozoite
-3,674252977;-7,99673572;Merozoite
-2,336663475;-8,625478892;Merozoite
-3,205388059;-8,202611117;Merozoite
-2,382368078;-8,658849863;Merozoite
-3,402563085;-7,999435572;Merozoite
-0,943734994;-8,245864062;Merozoite
-1,171594968;-8,480713038;Merozoite
-1,192220082;-8,489819674;Merozoite
-1,22048532;-7,998798518;Merozoite
-1,699272027;-8,095839648;Merozoite
-0,927933802;-8,3574163;Merozoite
0,475559572;-7,182139544;Merozoite
-1,574199667;-8,528957514;Merozoite
-2,204541674;-8,844235567;Merozoite
-2,323055496;-8,866361765;Merozoite
-2,384800901;-7,656825213;Merozoite
-3,266317835;-8,057557253;Merozoite
-3,003382673;-8,404217867;Merozoite
-3,798002472;-8,141044764;Merozoite
-3,09766077;-8,194683222;Merozoite
-3,710922947;-8,115126757;Merozoite
-4,303097715;2,17022142;Merozoite
-2,848622551;-7,74514976;Merozoite
-2,202940693;-8,854334978;Merozoite
-1,204253187;-8,212185053;Merozoite
-1,479022016;-8,667792467;Merozoite
-1,278126826;-7,840498118;Merozoite
-2,062694301;-8,907735018;Merozoite
-3,547620048;-8,453308253;Merozoite
-3,080333462;-8,4496738;Merozoite
-2,411927452;-8,297253756;Merozoite
-3,723743429;-8,12660232;Merozoite
-2,745007505;-8,321164278;Merozoite
-3,176804294;-8,475373415;Merozoite
-3,249491444;-8,290885119;Merozoite
-3,551749697;-8,066818385;Merozoite
-1,013198843;-8,433026461;Merozoite
-1,550409427;-8,641316561;Merozoite
-1,337149849;-8,566902308;Merozoite
-0,944890489;-8,489782481;Merozoite
-2,121652593;-8,766301302;Merozoite
-0,275902172;-8,119112162;Merozoite
-3,318374624;-8,190035967;Merozoite
-3,014813652;-8,383441119;Merozoite
-3,457001915;-8,107156901;Merozoite
-3,163852682;-8,278387217;Merozoite
-1,950861564;-8,217784075;Merozoite
-2,970659962;-8,247997431;Merozoite
-0,912572732;-8,113658099;Merozoite
-2,661253681;-8,557979731;Merozoite
-0,157851671;-7,62426105;Merozoite
-2,148848047;-8,527312426;Merozoite
-2,435669174;-8,186945109;Merozoite
-1,954337945;-8,814430384;Merozoite
-2,086333504;-8,061280398;Merozoite
0,775406251;-7,090801386;Ring
-0,022294949;-7,193434862;Ring
-0,109523622;-7,160765795;Ring
0,108509215;-7,808220057;Ring
5,021616469;-4,297384409;Ring
1,146142135;-6,622200159;Ring
1,046675453;-6,262782244;Ring
4,008247862;-4,804925589;Ring
1,632285009;-6,062254099;Ring
3,453418026;-4,942941336;Ring
1,78291894;-5,993117003;Ring
1,919485102;-5,942333845;Ring
3,660055885;-5,228732733;Ring
-0,279779514;-7,800122408;Ring
3,492803345;-5,212837843;Ring
0,571727882;-7,194780497;Ring
4,006083498;-4,715046076;Ring
0,140407214;-7,090980677;Ring
2,57994772;-6,137156157;Ring
2,066308985;-6,019403605;Ring
4,554322252;-4,514844565;Ring
2,539728651;-5,692622332;Ring
-2,641426554;-7,699197916;Ring
0,396742741;-7,683211474;Ring
1,817924867;-6,20354381;Ring
2,347565661;-5,63341823;Ring
5,004136572;-4,422659544;Ring
0,28192542;-7,691878466;Ring
2,601168165;-5,808516173;Ring
1,061016688;-6,718828825;Ring
0,641421983;-7,066349177;Ring
-0,492361327;-7,679108767;Ring
-0,735445311;-7,673370509;Ring
4,602100859;-4,260989813;Ring
1,076486836;-6,943451075;Ring
1,241602311;-6,162834792;Ring
4,948043356;-4,031513838;Ring
1,84596468;-6,444559245;Ring
0,298303703;-7,365611224;Ring
0,67350764;-6,885493903;Ring
5,446329126;-3,756469874;Ring
3,429719935;-5,222130446;Ring
-0,246517887;-7,720148234;Ring
3,612298021;-5,229043631;Ring
-9,231319418;14,17862305;Ring
-3,809885731;-7,858077196;Ring
3,508178005;-5,135533003;Ring
2,283845434;-5,911172537;Ring
1,495992193;-6,206128744;Ring
2,24589921;-6,158476977;Ring
-2,131762972;-8,279207377;Ring
4,499881277;-4,619784026;Ring
0,066358263;-7,488738207;Ring
3,188483725;-5,483481078;Ring
4,84460021;-4,188219694;Ring
3,928034077;-5,011631636;Ring
4,393598566;-4,669961123;Ring
4,755929003;-4,282489924;Ring
-0,266483744;-7,638315348;Ring
1,005856643;-6,878178267;Ring
2,65893055;-5,59621015;Ring
1,032914052;-6,999759821;Ring
1,810402761;-6,718995242;Ring
3,270550022;-5,463839201;Ring
2,12156106;-5,930184512;Ring
2,5811658;-6,160699515;Ring
-1,776259174;-7,95205131;Ring
1,156096707;-6,176065592;Ring
1,680762181;-6,638533739;Ring
3,74791647;-5,163151888;Ring
2,319690714;-6,129933504;Ring
-2,349792948;-8,244588045;Ring
1,078089604;-6,989280848;Ring
0,219347323;-7,903319506;Ring
4,737956534;-4,371144919;Ring
-1,848409166;-8,09410396;Ring
4,963619242;-4,440617709;Ring
1,013940106;-6,255565791;Ring
3,595840464;-5,290275721;Ring
3,304835806;-5,333013205;Ring
1,327296147;-6,190849451;Ring
-0,694448163;-7,731805949;Ring
2,019639502;-5,960254816;Ring
2,364995489;-5,790563254;Ring
0,319881777;-6,913254408;Ring
2,811069498;-5,814383177;Ring
3,218303452;-5,519600539;Ring
6,697103987;-2,820945649;Ring
0,164470757;-7,737064509;Ring
0,377163748;-6,97113624;Ring
0,958347569;-7,104970126;Ring
-1,663986196;-8,161408572;Ring
3,881464014;-5,418373255;Ring
4,562303553;-4,25159326;Ring
0,840013275;-7,150893359;Ring
2,53368331;1,616624148;Ring
5,175164232;-4,464141516;Ring
4,8947363;-4,146435885;Ring
0,050942486;-7,253222613;Ring
0,06299468;-7,991017489;Ring
0,559819768;-6,638377814;Ring
0,743437598;-6,653437762;Ring
3,169718752;-5,347612528;Ring
-1,928111424;-8,321079401;Ring
-0,157333215;-6,952539591;Ring
3,487921248;-4,99707046;Ring
2,71113945;-5,643740324;Ring
0,11544917;-8,036136774;Ring
2,374737034;1,457381161;Ring
-0,094553982;-8,057349352;Ring
1,145009408;-6,383217005;Ring
1,00182564;-6,985955386;Ring
2,747792015;-6,003978876;Ring
-0,835840394;-8,055528788;Ring
1,075247774;-6,384017138;Ring
4,672627459;-4,530455737;Ring
5,298372278;-4,482712893;Ring
0,904201338;-6,500859885;Ring
-0,498008242;-7,212283282;Ring
5,95613862;6,431682916;Ring
3,537792215;-5,217168478;Ring
0,983487258;-6,932850031;Ring
3,924783955;-4,814052252;Ring
-0,940930953;-8,217940478;Ring
3,298359165;-5,228962569;Ring
-0,302392056;-7,669171481;Ring
1,511286507;-6,644678263;Ring
-9,29638957;14,56115422;Ring
0,228592182;-7,445974497;Ring
1,289711962;-6,717888026;Ring
0,044185626;-7,085943369;Ring
4,500870237;-4,572259096;Ring
2,326617251;-5,801846175;Ring
5,198060522;-3,941695361;Ring
0,592378268;-7,001315264;Ring
1,693635354;-6,422300486;Ring
5,902481566;6,49723229;Ring
1,09109808;-6,755786566;Ring
-0,507806589;-7,574877886;Ring
3,402501354;-5,22749391;Ring
4,617958079;-4,323568014;Ring
0,501353035;-7,466106562;Ring
4,4044242;-4,392882971;Ring
-3,190217485;-7,910084872;Ring
4,859867582;-3,807267336;Ring
4,481234083;-4,393746523;Ring
0,759472737;-7,143752245;Ring
1,569314013;-6,202590136;Ring
-0,775443485;-8,14424911;Ring
0,270378897;-7,811251788;Ring
1,123862872;-6,28262773;Ring
2,889261732;-5,451585917;Ring
0,496204386;-7,01092544;Ring
1,394935856;-6,188173918;Ring
0,253039906;-7,908077387;Ring
2,456978092;-6,126100687;Ring
-0,223469203;-7,823740153;Ring
-9,08456706;13,9659861;Ring
5,454836855;-4,477150587;Ring
-3,047517528;-7,696759371;Ring
-0,21055079;-6,973645357;Ring
4,817074785;-3,682328848;Ring
1,624817143;-6,323349146;Ring
3,118330727;-5,409052042;Ring
0,891409466;-6,950563578;Ring
1,777423272;-6,246551184;Ring
1,883824954;-6,023282675;Ring
1,499731193;-6,753884463;Ring
4,68582345;-4,314050345;Ring
3,145951042;-5,475234179;Ring
0,320110569;-7,621927409;Ring
4,389961252;-4,398631243;Ring
4,345013628;-5,313045172;Ring
4,80703784;-4,371443419;Ring
3,663780699;-5,363647131;Ring
5,940097342;-3,397012381;Ring
0,272927562;-6,849227576;Ring
2,478976975;1,868815513;Ring
-2,246825685;-8,615544466;Ring
4,952274332;-4,143467574;Ring
1,364520202;-6,149360327;Ring
-1,377570739;-7,57651916;Ring
5,053970823;-4,559658198;Ring
0,902656148;-7,089849619;Ring
4,624262819;-4,434563784;Ring
4,490258703;-4,184818892;Ring
2,087297926;-6,352440028;Ring
3,401004562;-5,487010149;Ring
4,109280596;-4,975531248;Ring
4,545790682;-4,182151465;Ring
3,440730581;-5,0501267;Ring
0,25906838;-7,729368357;Ring
1,144942412;-6,342015414;Ring
1,485072622;-6,721430449;Ring
0,387361775;-7,444997935;Ring
-0,315709432;-7,983521609;Ring
-0,168214118;-7,052000193;Ring
1,634783158;-6,55651298;Ring
2,641845713;-5,779241232;Ring
-1,546745291;-8,02326694;Ring
2,35856534;-6,291825919;Ring
3,665371428;-5,475244192;Ring
2,680890093;-6,063963084;Ring
-9,456008901;14,34266457;Ring
2,145274887;-5,959249167;Ring
-1,587247362;-8,278709559;Ring
1,566286097;-6,554988055;Ring
4,78946353;-3,637406496;Ring
0,581211577;-6,956585078;Ring
7,349769602;5,146516176;Ring
0,550207029;-7,134301333;Ring
3,56065012;-5,260666041;Ring
4,075883875;-4,755690722;Ring
4,610492239;-4,386613993;Ring
5,20159627;-4,205420641;Ring
-9,319091787;14,27971444;Ring
0,10997388;-7,922805933;Ring
2,463324318;-6,222816138;Ring
-9,459004393;14,28784833;Ring
4,82681943;-3,871767191;Ring
1,282440314;-6,273371367;Ring
0,392698476;-7,017269282;Ring
2,389622698;-5,896604685;Ring
-0,493183156;6,18891892;Schizont
-2,178691139;4,666741462;Schizont
1,058018456;7,130658479;Schizont
-0,72082149;5,997620435;Schizont
-2,620366087;4,235522361;Schizont
4,382895002;7,107836576;Schizont
2,242414246;7,451257082;Schizont
1,560997377;7,302462431;Schizont
2,012488136;7,30369124;Schizont
6,296532641;6,129318567;Trophozoite
7,018068323;5,344019743;Trophozoite
-2,566295137;4,292098613;Schizont
-2,441830149;4,413966747;Schizont
-1,875953069;4,950510831;Schizont
-0,513186028;6,174510809;Schizont
-0,559484711;6,126235815;Schizont
6,805190573;5,619129987;Trophozoite
1,69629241;7,23592362;Schizont
6,248579512;6,214655729;Trophozoite
2,954838762;7,567352625;Schizont
6,623197565;6,034969659;Trophozoite
6,68226243;5,837167593;Trophozoite
3,73559166;7,250179144;Schizont
6,910727987;5,469233366;Trophozoite
1,351603756;7,206951948;Schizont
6,134626875;6,244688364;Trophozoite
6,792116652;5,760691496;Trophozoite
0,304765145;6,793385835;Schizont
6,156328688;6,248149248;Trophozoite
-4,924124708;1,149079638;Schizont
1,773646841;7,228969904;Schizont
6,065145025;6,35759482;Trophozoite
1,571495066;7,340881677;Schizont
-0,262535026;6,352626176;Schizont
2,287905703;7,537881227;Schizont
-1,68986999;5,125118585;Schizont
-3,735503664;2,996362658;Schizont
0,335673491;6,756679865;Schizont
7,191150198;5,257673116;Trophozoite
2,290499458;7,44442782;Schizont
1,596468935;7,432866426;Schizont
2,089619169;7,45966229;Schizont
2,030507336;7,414471002;Schizont
5,758636961;6,592233034;Trophozoite
3,730830441;7,269398065;Schizont
6,368119726;6,46868691;Trophozoite
-1,305983534;5,469189497;Schizont
0,449435572;6,80670342;Schizont
6,383091936;6,154072137;Trophozoite
-0,348405411;6,287883134;Schizont
1,680128703;7,310569139;Schizont
3,371764908;7,466901155;Schizont
-4,907788267;0,983509274;Schizont
-9,272504797;14,55513844;Schizont
-0,758904626;5,966008516;Schizont
-4,390913477;2,047477039;Schizont
0,553283165;6,933404775;Schizont
6,631483088;5,984124513;Trophozoite
6,481767187;-3,01468244;Trophozoite
4,084107409;7,175229402;Schizont
7,145046244;5,237737032;Trophozoite
6,348939428;6,139705034;Trophozoite
-1,894045462;4,936443897;Schizont
1,983275185;7,265578123;Schizont
-2,512477627;4,346708151;Schizont
-2,847022047;4,002605529;Schizont
0,326819191;6,828765245;Schizont
-0,209158172;6,412022443;Schizont
5,458631525;6,694006773;Schizont
-0,067904686;6,512849661;Schizont
-2,080901613;4,756412359;Schizont
-2,728116503;4,125109525;Schizont
6,978065977;5,845339628;Trophozoite
-3,664607038;3,071310731;Schizont
-5,636920442;0,059238525;Schizont
4,813912401;6,972761961;Schizont
1,583430061;7,473153444;Schizont
-2,329262485;4,525468441;Schizont
7,629315863;5,578562112;Trophozoite
0,131668756;6,664157243;Schizont
-4,362825384;2,049508484;Schizont
4,204755793;7,201423975;Schizont
-5,414148321;0,362919243;Schizont
-4,64292716;1,66904095;Schizont
4,308530817;7,13304648;Schizont
2,214545498;7,801672788;Schizont
-2,050949802;4,784655185;Schizont
7,386107931;5,613161417;Trophozoite
1,803896318;7,584573122;Schizont
-4,563412657;1,762706133;Schizont
0,608117948;7,002089353;Schizont
4,330803404;7,097743841;Schizont
-1,994997969;4,838212581;Schizont
-0,739780655;5,980728479;Schizont
-4,22087573;2,325459691;Schizont
-3,527685156;3,240383001;Schizont
-5,252523413;0,554906579;Schizont
-6,565463056;-0,888533739;Schizont
-1,693377724;5,122926565;Schizont
-2,434349527;4,424036356;Schizont
0,403741101;6,89417872;Schizont
-3,667751541;3,074922176;Schizont
-6,063230028;-0,519683985;Schizont
-3,85595273;2,779936762;Schizont
-5,943729868;-0,487127809;Schizont
-5,077683916;0,808063598;Schizont
-5,304216375;0,504820557;Schizont
-5,117740145;0,742546173;Schizont
6,71438838;6,243990274;Trophozoite
-2,908069839;3,934549184;Schizont
6,467766771;6,459889265;Trophozoite
7,740308771;5,258593889;Trophozoite
7,568931589;5,432370992;Trophozoite
-0,845077982;5,88282189;Schizont
4,48921443;7,077313276;Schizont
-2,963268032;3,880953403;Schizont
1,012210498;7,169982286;Schizont
-6,21520709;-0,63222721;Schizont
7,28956748;6,061311575;Trophozoite
-4,570592394;1,803524168;Schizont
7,327833185;5,920736642;Trophozoite
-0,79616188;5,933842512;Schizont
3,004835377;7,663302751;Schizont
-3,2404251;3,574469658;Schizont
-5,025193682;1,013870357;Schizont
0,96695436;7,244893404;Schizont
6,615578661;6,34737906;Trophozoite
-1,833104601;4,990813585;Schizont
-2,956524362;3,887759061;Schizont
7,638703356;5,262478681;Trophozoite
4,36447526;7,147479864;Schizont
-6,646209707;-0,881112007;Schizont
3,73405839;7,33853993;Schizont
-4,915156832;0,980530957;Schizont
-6,088124742;-0,657921581;Schizont
5,916908274;6,537290426;Trophozoite
2,54271389;7,684930654;Schizont
6,403872976;6,334781976;Trophozoite
7,506165514;5,796621175;Trophozoite
-2,315675011;4,537980171;Schizont
4,954267988;6,918554159;Schizont
-0,5555514;6,130622717;Schizont
-4,834686746;1,309382917;Schizont
6,448582659;6,412827345;Trophozoite
-5,983350744;-0,543059258;Schizont
-2,129866114;4,709780784;Schizont
5,683927069;6,612445207;Schizont
-4,90401267;1,191635484;Schizont
-6,520489683;-0,80607727;Schizont
-2,546818724;4,31211576;Schizont
-6,014662256;-0,668973951;Schizont
2,296266565;7,851841303;Schizont
7,507470617;5,397244306;Trophozoite
-5,967162599;-0,463078646;Schizont
4,843984614;6,978068681;Schizont
0,278381775;6,770027967;Schizont
2,477749596;7,584607931;Schizont
-0,31757616;6,327854963;Schizont
-3,120954027;3,703436943;Schizont
-3,331138124;3,466487976;Schizont
7,049331198;6,035444112;Trophozoite
-3,981611242;2,671028109;Schizont
2,15678812;7,760868402;Schizont
5,194859514;6,783341261;Schizont
-3,90852951;2,770723553;Schizont
-2,970815649;3,872845264;Schizont
2,537899742;7,717012735;Schizont
-4,387176981;2,08721325;Schizont
6,42630292;6,428792329;Trophozoite
6,933348189;6,238035055;Trophozoite
-6,360114565;-0,66562107;Schizont
-4,349832048;2,144069644;Schizont
3,534751425;7,406813951;Schizont
0,222204859;6,761222215;Schizont
2,901736984;7,694837423;Schizont
-3,895115127;2,783434721;Schizont
1,98989583;7,688338133;Schizont
1,240825544;7,307686659;Schizont
7,009879122;6,017476411;Trophozoite
-2,403645267;4,450170131;Schizont
-4,250691404;2,256998034;Schizont
0,898229847;7,174033971;Schizont
0,297207842;6,770123811;Schizont
3,699831734;7,385756822;Schizont
3,505445013;7,4195188;Schizont
7,462518225;5,716271253;Trophozoite
7,560058603;5,30832562;Trophozoite
6,628023634;6,355772348;Trophozoite
5,028300772;6,879792066;Trophozoite
0,765146861;7,126993032;Schizont
-3,466798057;3,319503637;Schizont
2,821975718;7,748905988;Schizont
7,419891844;5,46575913;Trophozoite
3,998136053;7,26089892;Schizont
-5,12743329;0,729730876;Schizont
-5,530761709;0,234710248;Schizont
7,289107332;5,928387495;Trophozoite
-3,637239685;3,105403991;Schizont
7,232375155;5,870087;Trophozoite
-5,002542486;0,879918324;Schizont
5,086980829;6,853757234;Schizont
2,097459087;7,63357863;Schizont
-6,496549597;-0,865662364;Schizont
-6,473258963;-0,802570967;Schizont
1,868501792;7,635706754;Schizont
-5,953548422;-0,488093523;Schizont
7,373953352;5,50874743;Trophozoite
2,369452248;7,753866048;Schizont
2,622079144;7,655129285;Schizont
2,409609804;7,619742246;Schizont
-4,6924858;1,587524744;Schizont
-3,27565073;3,529554935;Schizont
-5,912929525;-0,49407926;Schizont
-5,485591879;0,269916328;Schizont
4,414376269;7,168824049;Schizont
2,93164588;7,678107114;Schizont
-6,565434446;-0,813533096;Schizont
6,03989316;6,512265535;Trophozoite
-2,178143492;4,650660129;Schizont
0,043670452;6,587175222;Schizont
-8,760933866;13,50296864;Schizont
3,587764988;7,4407371;Schizont
-6,594723215;-0,812873868;Schizont
1,167747269;7,277170034;Schizont
-0,213690718;-8,063806681;Schizont
4,777965555;6,988229128;Schizont
6,232172976;6,511713358;Trophozoite
7,733279715;5,176119657;Trophozoite
7,434576044;5,205085607;Trophozoite
-0,638435831;6,075837942;Schizont
-6,266949167;-0,788616566;Schizont
3,4314499;7,504856439;Schizont
5,012407313;6,864695879;Schizont
0,557597289;6,936517568;Schizont
4,957422743;6,923484178;Schizont
2,971215735;7,614166589;Schizont
5,091357718;6,836410375;Schizont
7,08799983;6,008267255;Trophozoite
7,165771017;6,019238325;Trophozoite
-5,199869623;0,608347984;Schizont
-6,16026782;-0,579493193;Schizont
7,57370759;5,452097746;Trophozoite
-2,498710861;4,357850643;Schizont
-6,575983038;-0,830685167;Schizont
2,964880953;7,587569566;Schizont
-5,360005846;0,447205814;Schizont
-3,74963521;2,969338627;Schizont
7,261258135;5,859566541;Trophozoite
-5,473155012;0,301211329;Schizont
2,744661102;7,66351399;Schizont
-0,761336615;5,967196794;Schizont
7,627561102;5,276141019;Trophozoite
-1,501027813;5,292758794;Schizont
7,172947893;5,307771059;Trophozoite
3,828385124;7,320251794;Schizont
6,091703901;6,449689241;Trophozoite
7,499398241;5,605067106;Trophozoite
-0,766114642;5,956019731;Schizont
0,772972474;7,083378168;Schizont
-6,493782034;-0,788139967;Schizont
7,643763075;5,275083871;Trophozoite
-3,691947451;3,039005252;Schizont
-5,588013162;0,13729939;Schizont
-2,878675928;3,968105407;Schizont
0,899276087;7,138133379;Schizont
-5,427384367;0,346332284;Schizont
-1,739689937;5,074867101;Schizont
-6,368655672;-0,699216632;Schizont
7,396600733;5,349946352;Trophozoite
6,680740843;6,285201879;Trophozoite
-6,108040323;-0,62305644;Schizont
-6,420635691;-0,720626978;Schizont
4,139661799;7,212574812;Schizont
-0,767316689;5,955440374;Schizont
6,262091169;6,366170736;Trophozoite
-3,886612167;2,804173799;Schizont
3,67250658;7,410459848;Schizont
-6,037873735;-0,577107934;Schizont
3,521724949;7,428130956;Schizont
-6,31306838;-0,70911005;Schizont
1,210035215;7,252683492;Schizont
-3,082475891;3,74753079;Schizont
-5,06823348;0,766034665;Schizont
-4,145959844;2,430749627;Schizont
7,413455019;5,763190122;Trophozoite
3,763968716;7,351281019;Schizont
6,708220015;6,232085081;Trophozoite
-6,713049879;-0,741161374;Schizont
2,77121378;7,759355398;Schizont
-4,763302317;1,467569085;Schizont
-2,855622997;3,993065687;Schizont
-6,446931352;-0,864110379;Schizont
-6,459536543;-0,779173283;Schizont
6,814960966;6,165226789;Trophozoite
-5,255983343;0,566435905;Schizont
-6,065743914;-0,591495542;Schizont
-6,304422846;-0,678454904;Schizont
0,034498005;6,597340437;Schizont
-4,544751634;1,886897298;Schizont
2,92497016;7,586857648;Schizont
-6,16312932;-0,563043742;Schizont
2,504653225;7,752548547;Schizont
1,763703356;7,613470884;Schizont
4,528853426;7,128864618;Schizont
-4,76560544;1,481648507;Schizont
-5,078392019;0,764216753;Schizont
-4,364931097;2,112279268;Schizont
7,645195017;5,256721826;Trophozoite
-4,822702398;1,263970198;Schizont
-1,964783063;4,867592188;Schizont
2,325764904;7,75006661;Schizont
-4,587145796;1,761828931;Schizont
0,744217227;7,011068674;Schizont
-8,941331854;12,85740552;Male
-8,805203428;13,01920018;Male
-9,009993544;13,36807713;Male
-9,066443434;12,87972817;Male
-9,113992681;12,90278802;Male
1,032174478;0,971614154;Female
-3,938663235;2,758382412;Male
-8,80302619;12,8567904;Male
1,977813254;0,951639252;Female
-9,098625173;13,38434014;Male
-9,282650938;13,55182824;Male
-8,848542204;13,34697327;Male
-8,96859168;12,79533944;Male
1,870689044;0,833633067;Female
2,263285647;1,332448514;Female
-9,132473936;12,91639218;Male
-8,959312429;13,25183568;Male
-2,568682661;4,28719935;Female
-8,971393576;12,98488316;Male
-8,843938818;13,29726681;Male
-9,23323535;13,46985802;Male
1,748765478;1,115610598;Female
-9,255648603;13,40551743;Male
1,139407764;1,026829326;Female
1,8279214;0,828725265;Female
-9,442872038;14,29990754;Male
1,142592559;0,860993804;Female
1,356984983;0,948593305;Female
1,43000413;1,482806297;Female
1,362910757;0,800578596;Female
2,061788569;0,983695591;Female
-8,975281706;12,78215489;Male
-9,249171247;13,22748265;Male
1,525628696;0,862436416;Female
1,31793953;1,456027063;Female
1,763536821;0,746642055;Female
-9,022719374;12,89500603;Male
-9,006245603;12,94413361;Male
-9,172493925;13,03885254;Male
-9,189152708;12,87326417;Male
-9,173646917;12,89056096;Male
1,758461604;0,895160125;Female
-9,063199034;12,75133881;Male
1,11287714;0,86911069;Female
1,114219914;1,153560119;Female
0,938572834;1,288388656;Female
1,032842527;1,174934344;Female
-8,972741117;13,06732258;Male
-9,208451261;13,35210023;Male
1,821304212;1,384288968;Female
1,325371275;1,269465597;Female
2,104604731;1,03623605;Female
-9,103544226;13,08857808;Male
1,531690369;0,86343375;Female
-9,082140913;13,11894593;Male
2,158283005;1,299336852;Female
-9,206801405;13,41122613;Male
-9,371692648;13,60301003;Male
-9,37527751;13,75910077;Male
-9,35400485;13,10025868;Male
-9,331831922;13,63223252;Male
2,150455723;2,020276995;Female
-9,376580229;14,43119607;Male
2,603075037;1,761291059;Female
2,563199053;1,738528462;Female
-9,322663298;13,56603417;Male
-8,955792417;13,33378205;Male
